Authors,Title,Year,Publication Title,Citation Count,DOI,Link,Abstract,Keywords,Type,read,repeated,ACM,IEEE,SPRINGER,WOS
"Fang, X.; Easwaran, A.; Genest, B.; Suganthan, P.N.",Adaptive Hierarchical Graph Cut for Multi-granularity Out-of-distribution Detection,2025,IEEE Transactions on Artificial Intelligence,1,10.1109/TAI.2025.3550473,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000140157&doi=10.1109%2FTAI.2025.3550473&partnerID=40&md5=3615a1563895a4cf80f274a0ecc3c20f,"This paper focuses on a significant yet challenging task: out-of-distribution detection (OOD detection), which aims to distinguish and reject test samples with semantic shifts, so as to prevent models trained on in-distribution (ID) data from producing unreliable predictions. Although previous works have had decent success, they are ineffective for real-world challenging applications since these methods regard all unlabeled data as OOD data and ignore the case that different datasets have different label granularity. For example, 'cat' on CIFAR-10 and 'tabby cat' on Tiny-ImageNet share the same semantics but have different labels due to various label granularity. To this end, in this paper, we propose a novel Adaptive Hierarchical Graph Cut network (AHGC) to deeply explore the semantic relationship between different images. Specifically, we construct a hierarchical KNN graph to evaluate the similarities between different images based on the cosine similarity. Based on the linkage and density information of the graph, we cut the graph into multiple subgraphs to integrate these semantics-similar samples. If the labeled percentage in a subgraph is larger than a threshold, we will assign the label with the highest percentage to unlabeled images. To further improve the model generalization, we augment each image into two augmentation versions, and maximize the similarity between the two versions. Finally, we leverage the similarity score for OOD detection. Extensive experiments on two challenging benchmarks (CIFAR-10 and CIFAR-100) illustrate that in representative cases, AHGC outperforms state-of-the-art OOD detection methods by 81.24% on CIFAR-100 and by 40.47% on CIFAR-10 in terms of 'FPR95'. © 2025 Elsevier B.V., All rights reserved.",Adaptive Hierarchical Graph Cut; Intra-subgraph Label Assignment; Out-of-distribution Detection,Article,yes,moved,no,yes,no,no
"Waldis, A.; Hou, Y.; Gurevych, I.",How to Handle Different Types of Out-of-Distribution Scenarios in Computational Argumentation? A Comprehensive and Fine-Grained Field Study,2024,Proceedings of the Annual Meeting of the Association for Computational Linguistics,2,10.18653/v1/2024.acl-long.795,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204482089&doi=10.18653%2Fv1%2F2024.acl-long.795&partnerID=40&md5=fb2d255b5f2efc78d517c14a4028af1b,"The advent of pre-trained Language Models (LMs) has markedly advanced natural language processing, but their efficacy in out-of-distribution (OOD) scenarios remains a significant challenge (Hupkes et al., 2023). The field of computational argumentation (CA), modeling human argumentation processes, is notably impacted by these challenges because complex annotation schemes and high annotation costs naturally lead to resources barely covering the multiplicity of available text sources and topics. Due to this data scarcity, generalization to data from uncovered covariant distributions is a common challenge for CA tasks like stance detection or argument classification. This work systematically assesses LMs' capabilities for such OOD scenarios. While previous work targets specific OOD types like topic shifts (Stab et al., 2018) or OOD uniformly (Yuan et al., 2023), we address three prevalent OOD scenarios in CA: topic shift, domain shift, and language shift. Our findings challenge the previously asserted general superiority of in-context learning (ICL) for OOD. We find that the efficacy of such learning paradigms varies with the type of OOD. Specifically, while ICL excels for domain shifts with heavy label divergences between train and test data, prompt-based finetuning surpasses for shifts when semantic differences prevail, like topic shifts. Navigating the heterogeneity of OOD scenarios in CA, our work empirically underscores the potential of base-sized LMs to overcome these challenges. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,,removed,no,no,no,no
"Ahuja, K.; Wang, J.; Dhurandhar, A.; Shanmugam, K.; Varshney, K.R.",EMPIRICAL OR INVARIANT RISK MINIMIZATION? A SAMPLE COMPLEXITY PERSPECTIVE,2021,,28,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150271319&partnerID=40&md5=6de7489366b308f9e16d0175d5c5eae8,"Recently, invariant risk minimization (IRM) was proposed as a promising solution to address out-of-distribution (OOD) generalization. However, it is unclear when IRM should be preferred over the widely-employed empirical risk minimization (ERM) framework. In this work, we analyze both these frameworks from the perspective of sample complexity, thus taking a firm step towards answering this important question. We find that depending on the type of data generation mechanism, the two approaches might have very different finite sample and asymptotic behavior. For example, in the covariate shift setting we see that the two approaches not only arrive at the same asymptotic solution, but also have similar finite sample behavior with no clear winner. For other distribution shifts such as those involving confounders or anti-causal variables, however, the two approaches arrive at different asymptotic solutions where IRM is guaranteed to be close to the desired OOD solutions in the finite sample regime for polynomial generative models, while ERM is biased even asymptotically. We further investigate how different factors - the number of environments, complexity of the model, and IRM penalty weight - impact the sample complexity of IRM in relation to its distance from the OOD solutions. © 2023 Elsevier B.V., All rights reserved.",,Conference paper,yes,moved,no,no,no,no
"Djurisic, A.; Liu, R.; Nikolić, M.",Logit scaling for out-of-distribution detection,2025,Machine Vision and Applications,0,10.1007/s00138-025-01730-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012723343&doi=10.1007%2Fs00138-025-01730-8&partnerID=40&md5=7949e8e66303ac9f7b136f02efa14700,"The safe deployment of machine learning and AI models in open-world settings hinges critically on the ability to detect out-of-distribution (OOD) data accurately, data samples that contrast vastly from what the model was trained with. Current approaches to OOD detection often require further training the model, and/or statistics about the training data which may no longer be accessible. Additionally, many existing OOD detection methods struggle to maintain performance when transferred across different architectures. Our research tackles these issues by proposing a simple, post-hoc method that does not require access to the training data distribution, keeps a trained network intact, and holds strong performance across a variety of architectures. Our method, Logit Scaling (LTS), as the name suggests, simply scales the logits in a manner that effectively distinguishes between in-distribution (ID) and OOD samples. We tested our method on benchmarks across various scales, including CIFAR-10, CIFAR-100, ImageNet and OpenOOD. The experiments cover 3 ID and 14 OOD datasets, as well as 9 model architectures. Overall, we demonstrate state-of-the-art performance, robustness and adaptability across different architectures, paving the way towards a universally applicable solution for advanced OOD detection. Our code is available at http://github.com/andrijazz/lts. © 2025 Elsevier B.V., All rights reserved.",Distribution shift; Generalization; Out-of-distribution detection; Post hoc; Robustness,Article,yes,moved,no,no,no,yes
"Ye, L.; Zhou, Z.; Wang, J.; Li, Y.-H.; Jan, N.-Y.; Lin, Y.-R.; Lin, Y.-C.",IMGTP: A Unified Framework for Improving and Measuring the Generalizability of Trajectory Prediction Models,2024,IEEE Transactions on Intelligent Vehicles,0,10.1109/TIV.2024.3364714,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187264870&doi=10.1109%2FTIV.2024.3364714&partnerID=40&md5=bc269f93fc428801c7ecba66a8c7160f,"Accurately predicting nearby agents' future trajectories is fundamental for ensuring the safety and efficiency of autonomous driving. However, existing learning-based trajectory prediction models struggle with poor generalization to out-of-distribution (OOD) scenes, potentially leading to failed predictions in real-world applications. To tackle this challenge, we introduce IMGTP, a unified framework for systematically evaluating, improving, and measuring the generalization performance of trajectory prediction models in OOD scenes. IMGTP consists of three primary components: the Argoverse-Shift dataset, the Frenét+ strategy, and an approach for OOD measurement. First, the Argoverse-Shift is a cross-domain dataset that highlights the significant differences in data distributions across domains, serving as a testing platform for models' generalization ability. Second, the Frenét+ strategy leverages map centerlines and the Frenét Frame to enhance the generalizability of baseline models by mitigating the domain gap resulting from road geometry variations. Third, we provide a comprehensive evaluation methodology for OOD measurement, quantifying the range of data that can be effectively handled by prediction models. This measurement approach employs the accuracy rate of the correctly predicted samples and their corresponding mean distance as well as standard deviation to the training set center as indicators of the model's generalization ability. The mean distance also serves as a valid criterion for OOD detection and uncertainty quantification. Experimental results demonstrate that our IMGTP framework enhances the generalization capability of mainstream trajectory prediction models by substantially improving their prediction performance in unseen domains. This advancement contributes to developing more robust and safer prediction models for autonomous driving in the real world. © 2025 Elsevier B.V., All rights reserved.",autonomous driving; distribution shift problem; Frenét frame; out-of-distribution; Trajectory prediction,Article,,removed,no,yes,no,no
"Wang, Z.; Medya, S.; Ravi, S.N.",Implicit Differentiable Outlier Detection Enables Robust Deep Multimodal Analysis,2023,Advances in Neural Information Processing Systems,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191150616&partnerID=40&md5=bb147cc2ae1c7ebbdf31ebd9f388c352,"Deep network models are often purely inductive during both training and inference on unseen data. When these models are used for prediction, but they may fail to capture important semantic information and implicit dependencies within datasets. Recent advancements have shown that combining multiple modalities in large-scale vision and language settings can improve understanding and generalization performance. However, as the model size increases, fine-tuning and deployment become computationally expensive, even for a small number of downstream tasks. Moreover, it is still unclear how domain or prior modal knowledge can be specified in a backpropagation friendly manner, especially in large-scale and noisy settings. To address these challenges, we propose a simplified alternative of combining features from pretrained deep networks and freely available semantic explicit knowledge. In order to remove irrelevant explicit knowledge that does not correspond well to the images, we introduce an implicit Differentiable Out-of-Distribution (OOD) detection layer. This layer addresses outlier detection by solving for fixed points of a differentiable function and using the last iterate of fixed point solver to backpropagate. In practice, we apply our model on several vision and language downstream tasks including visual question answering, visual reasoning, and image-text retrieval on different datasets. Our experiments show that it is possible to design models that perform similarly to state-of-the-art results but with significantly fewer samples and less training time. Our models and code are available here: https://github.com/ellenzhuwang/implicit_vkood. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,,removed,no,no,no,yes
"Yao, H.; Han, Z.; Fu, H.; Peng, X.; Hu, Q.; Zhang, C.",Out-Of-Distribution Detection with Diversification (Provably),2024,Advances in Neural Information Processing Systems,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000521264&partnerID=40&md5=4e26bb6db4ad32516e367e4950c67df3,"Out-of-distribution (OOD) detection is crucial for ensuring reliable deployment of machine learning models. Recent advancements focus on utilizing easily accessible auxiliary outliers (e.g., data from the web or other datasets) in training. However, we experimentally reveal that these methods still struggle to generalize their detection capabilities to unknown OOD data, due to the limited diversity of the auxiliary outliers collected. Therefore, we thoroughly examine this problem from the generalization perspective and demonstrate that a more diverse set of auxiliary outliers is essential for enhancing the detection capabilities. However, in practice, it is difficult and costly to collect sufficiently diverse auxiliary outlier data. Therefore, we propose a simple yet practical approach with a theoretical guarantee, termed Diversity-induced Mixup for OOD detection (diverseMix), which enhances the diversity of the auxiliary outlier set for training in an efficient way. Extensive experiments show that diverseMix achieves superior performance on commonly used and recent challenging large-scale benchmarks, which further confirm the importance of the diversity of auxiliary outliers. Our code is available at https://github.com/HaiyunYao/diverseMix. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,yes,moved,no,no,no,no
"Katsikas, D.; Passalis, N.; Tefas, A.",Inducing Neural Collapse via Anticlasses and One-Cold Cross-Entropy Loss,2025,IEEE Transactions on Neural Networks and Learning Systems,0,10.1109/TNNLS.2025.3580892,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009746239&doi=10.1109%2FTNNLS.2025.3580892&partnerID=40&md5=7ba4ec7d4668fb88c937c0f2ce54b5fe,"While softmax cross-entropy (CE) loss is the standard objective for supervised classification, it primarily focuses on the ground-truth classes, ignoring the relationships between the nontarget, complementary classes. This leaves valuable information unexploited during optimization. In this work, we propose a novel loss function, one-cold CE (OCCE) loss, which addresses this limitation by structuring the activations of these complementary classes. Specifically, for each class, we define an anticlass, which consists of everything that is not part of the target class - this includes all complementary classes as well as out-of-distribution (OOD) samples, noise, or in general any instance that does not belong to the true class. By setting a uniform one-cold encoded distribution over the complementary classes as a target for each anticlass, we encourage the model to equally distribute activations across all nontarget classes. This approach promotes a symmetric geometric structure of classes in the final feature space, increases the degree of neural collapse (NC) during training, addresses the independence deficit problem of neural networks, and improves generalization. Our extensive evaluation shows that incorporating OCCE loss in the optimization objective consistently enhances performance across multiple settings, including classification, open-set recognition, and OOD detection. © 2025 Elsevier B.V., All rights reserved.",Classification; neural collapse (NC); neural networks; open set recognition; representation learning,Article,,removed,no,yes,no,yes
"Abbasi, M.; Shui, C.; Rajabi, A.; Gagné, C.; Bobba, R.B.",Toward metrics for differentiating out-of-distribution sets,2020,Frontiers in Artificial Intelligence and Applications,0,10.3233/FAIA200185,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091747018&doi=10.3233%2FFAIA200185&partnerID=40&md5=7de5f6baaf1786195053f0164df95de8,"Vanilla CNNs, as uncalibrated classifiers, suffer from classifying out-of-distribution (OOD) samples nearly as confidently as in-distribution samples. To tackle this challenge, some recent works have demonstrated the gains of leveraging available OOD sets for training end-to-end calibrated CNNs. However, a critical question remains unanswered in these works: How to differentiate OOD sets for selecting the most effective one(s) that induce training such CNNs with high detection rates on unseen OOD sets To address this pivotal question, we provide a criterion based on generalization errors of Augmented-CNN, a vanilla CNN with an added extra class employed for rejection, on in-distribution and unseen OOD sets. However, selecting the most effective OOD set by directly optimizing this criterion incurs a huge computational cost. Instead, we propose three novel computationally-efficient metrics for differentiating between OOD sets according to their 'protection' level of in-distribution sub-manifolds. We empirically verify that the most protective OOD sets - selected according to our metrics - lead to A-CNNs with significantly lower generalization errors than the A-CNNs trained on the least protective ones. We also empirically show the effectiveness of a protective OOD set for training well-generalized confidence-calibrated vanilla CNNs. These results confirm that 1) all OOD sets are not equally effective for training well-performing end-to-end models (i.e., A-CNNs and calibrated CNNs) for OOD detection tasks and 2) the protection level of OOD sets is a viable factor for recognizing the most effective one. Finally, across the image classification tasks, we exhibit A-CNN trained on the most protective OOD set can also detect black-box FGS adversarial examples as their distance (measured by our metrics) is becoming larger from the protected sub-manifolds. © 2024 Elsevier B.V., All rights reserved.",,Conference paper,yes,moved,no,no,no,yes
"Feng, Y.; Chen, J.; Xie, Z.; Xie, J.; Pan, T.; Li, C.; Zhao, Q.",Integrating Misidentification and OOD Detection for Reliable Fault Diagnosis of High-Speed Train Bogie,2024,IEEE Transactions on Intelligent Transportation Systems,20,10.1109/TITS.2024.3377813,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189496220&doi=10.1109%2FTITS.2024.3377813&partnerID=40&md5=3cc9bc8c4c82dc83d330dffaf90acd33,"Developing a trustworthy framework for intelligent fault diagnosis (IFD) of machines has two major challenges: confidently recognizing known faults and precisely detecting novel faults. However, current IFD frameworks are typically based on the closed-world assumption and tackle the two issues independently, making it hard to meet the expectations of reliable diagnosis in complicated working situations. In this paper, a Pro babilistic framework for M echanical fault diagno sis (ProMo) is proposed to integrate misidentification and out-of-distribution (OOD) detection for high-speed train bogie. ProMo uses variational parameters to capture uncertainties at both the feature and prediction levels, in this way the misclassified and OOD samples with high predictive uncertainty are differentiated. To begin, a Bayesian deep neural network with a hierarchical classifier is built, offering diverse predictions and enabling ensemble uncertainty estimate. Then, a probabilistic null space analysis technique for post hoc OOD detection is presented, in which the magnitude of feature projections indicates the OOD-ness. Additionally, a novel metric assessing classification correctness and prediction reliability simultaneously is proposed. Extensive experiments revealed that ProMo outperforms state-of-the-art methods and achieves reliable fault diagnosis, even in the presence of covariate shift in monitoring data. © 2024 Elsevier B.V., All rights reserved.",Bayesian learning; Fault diagnosis; high-speed train bogie; out-of-distribution detection; uncertainty estimation,Article,,removed,no,yes,no,yes
"Caetano, F.; Viviers, C.; Filatova, L.; de With, P.; van der Sommen, F.",AdverX-Ray: Ensuring X-Ray Integrity Through Frequency-Sensitive Adversarial VAEs,2025,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,0,10.1117/12.3045893,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004576192&doi=10.1117%2F12.3045893&partnerID=40&md5=b686cd7f050a1786efdce6919765670c,"Ensuring the quality and integrity of medical images is crucial for maintaining diagnostic accuracy in deep learning-based Computer-Aided Diagnosis and Computer-Aided Detection (CAD) systems. Covariate shifts are subtle variations in the data distribution caused by different imaging devices or settings and can severely degrade model performance, similar to the effects of adversarial attacks. Therefore, it is vital to have a lightweight and fast method to assess the quality of these images prior to using CAD models. AdverX-Ray addresses this need by serving as an image-quality assessment layer, designed to detect covariate shifts effectively. This Adversarial Variational Autoencoder prioritizes the discriminator's role, using the suboptimal outputs of the generator as negative samples to fine-tune the discriminator's ability to identify high-frequency artifacts. Images generated by adversarial networks often exhibit severe high-frequency artifacts, guiding the discriminator to focus excessively on these components. This makes the discriminator ideal for this approach. Trained on patches from X-ray images of specific machine models, AdverX-Ray can evaluate whether a scan matches the training distribution, or if a scan from the same machine is captured under different settings. Extensive comparisons with various OOD detection methods show that AdverX-Ray significantly outperforms existing techniques, achieving a 96.2-% average AUROC using only 64 random patches from an X-ray. Its lightweight and fast architecture makes it suitable for real-time applications, enhancing the reliability of medical imaging systems. The code and pretrained models are publicly available. © 2025 Elsevier B.V., All rights reserved.",Covariate Shift; Generative Adversarial Networks; Generative Modelling; Out-of-distribution Detection; Variational Autoencoders; X-Ray Imaging,Conference paper,yes,moved,no,no,no,yes
"Li, H.; Gao, K.; Liang, H.; Zhu, H.; Yang, Z.; Wang, Q.",An efficient out-of-distribution pixel-level crack detection framework using prior knowledge,2024,Journal of Building Engineering,4,10.1016/j.jobe.2024.109827,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197354797&doi=10.1016%2Fj.jobe.2024.109827&partnerID=40&md5=a247a8ccf5fea0e23cd3311cb729fd62,"Despite the substantial potential exhibited by deep learning techniques in crack detection, their generalization capabilities remain a fundamental concern. Instead of optimizing model architecture, we propose an out-of-distribution (OOD) pixel-level crack detection method guided by prior knowledge, which leverages manual filtering of training data and in-domain transfer learning with extensive pre-training. For model training, data characterized by high label quality and similarity to the target scenarios are selected. The control variable method is employed to scrutinize the impact of varying training data attributes such as composition, size, diversity, and balance. Moreover, when faced with a new scenario with limited data, transfer learning using various in-domain knowledge is compared in terms of performance across diverse contexts. The results show that the proposed framework not only improves performance within the in-distribution data but also extends to uncharted scenarios, contributing to the optimization of the training process's efficiency. These findings offer insights into efficient learning with broad applicability across diverse domains. © 2024 Elsevier B.V., All rights reserved.",Crack detection; Out-of-distribution; Prior knowledge; Training data; Transfer learning,Review,yes,moved,no,no,no,no
"Mohammed, M.A.; Anzaku, E.T.; Ward, P.K.; Levecke, B.; Krishnamoorthy, J.; De Neve, W.; van Hoecke, S.",Detecting soil-transmitted helminth and Schistosoma mansoni eggs in Kato-Katz stool smear microscopy images: A comprehensive in-and out-of-distribution evaluation of YOLOv7 variants,2025,PLOS Neglected Tropical Diseases,0,10.1371/journal.pntd.0013234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011302510&doi=10.1371%2Fjournal.pntd.0013234&partnerID=40&md5=44111e2b00d01b25be468c7c8becce9b,"Background: Soil-transmitted helminth (STH) and Schistosoma mansoni (S. mansoni) infections remain significant public health concerns in tropical and subtropical regions. Deep Convolutional Neural Networks (DCNNs) have already shown promising accuracy in identifying STH and S. mansoni eggs in the same, in-distribution (ID) settings. However, their performance in real-world, out-of-distribution (OOD) scenarios, characterized by variations in image capture devices and the appearance of previously unseen egg types, has not been thoroughly investigated. Assessing the robustness of DCNNs under these challenging conditions is crucial for ensuring their reliability in field diagnostics. Methodology: Our study addresses the gap in evaluating DCNNs for identifying STH and S. mansoni eggs by rigorously testing multiple variants of the You Only Look Once (YOLO) version 7 model under two OOD conditions: (i) a dataset shift due to a change in the image capture device, and (ii) a combination of this device change and the presence of two egg types not occurring during training. We adopted a 2 × 3 montage data augmentation strategy to enhance OOD generalization. Additionally, we used the Toolkit for Identifying object Detection Errors (TIDE) and Gradient-weighted Class Activation Mapping (Grad-CAM) to perform a comprehensive analysis of the results. Principal findings: In ID settings, YOLOv7-E6E outperformed other models, achieving an F1-score of 97.47%. For the OOD scenario involving only a change in the image capture device, the 2 × 3 montage strategy significantly enhanced performance, increasing precision by 8%, recall by 14.85%, and mAP@IoU<inf>0.5</inf> by 21.36%. However, for the more complex OOD scenario that involves both a change in the capture device and the introduction of two previously unseen egg types, the proposed augmentation technique, while beneficial, did not fully address the generalization challenges across all YOLOv7 variants, highlighting the necessity of testing beyond ID scenarios, on which state-of-the-art models predominantly focus. Conclusions/significance: This study underscores the critical importance of utilizing comprehensive test sets and conducting rigorous OOD evaluations when designing machine learning solutions for STH, S. mansoni or any other helminth infections. Understanding the true capabilities of DCNNs in real-world settings depends on such thorough testing. Expanding AI-driven diagnostic assessments to account for the complexities encountered in the field is essential for creating robust tools that can significantly contribute to the global elimination of STH and S. mansoni infections as public health problems by 2030, a goal put forth by the World Health Organization. © 2025 Elsevier B.V., All rights reserved.",,Article,yes,moved,no,no,no,no
"Mokhtari, M.; Mahdavi, M.; Vaseli, H.; Luong, C.; Abolmaesumi, P.; Tsang, T.S.M.; Liao, R.",EchoGLAD: Hierarchical Graph Neural Networks for Left Ventricle Landmark Detection on Echocardiograms,2023,Lecture Notes in Computer Science,4,10.1007/978-3-031-43901-8_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174673936&doi=10.1007%2F978-3-031-43901-8_22&partnerID=40&md5=40184d8f6f7c12c72235343bcdcdf980,"The functional assessment of the left ventricle chamber of the heart requires detecting four landmark locations and measuring the internal dimension of the left ventricle and the approximate mass of the surrounding muscle. The key challenge of automating this task with machine learning is the sparsity of clinical labels, i.e., only a few landmark pixels in a high-dimensional image are annotated, leading many prior works to heavily rely on isotropic label smoothing. However, such a label smoothing strategy ignores the anatomical information of the image and induces some bias. To address this challenge, we introduce an echocardiogram-based, hierarchical graph neural network (GNN) for left ventricle landmark detection (EchoGLAD). Our main contributions are: 1) a hierarchical graph representation learning framework for multi-resolution landmark detection via GNNs; 2) induced hierarchical supervision at different levels of granularity using a multi-level loss. We evaluate our model on a public and a private dataset under the in-distribution (ID) and out-of-distribution (OOD) settings. For the ID setting, we achieve the state-of-the-art mean absolute errors (MAEs) of 1.46 mm and 1.86 mm on the two datasets. Our model also shows better OOD generalization than prior works with a testing MAE of 4.3 mm. © 2023 Elsevier B.V., All rights reserved.",Graph Neural Networks; Landmark Detection; Ultrasound,Conference paper,yes,moved,no,no,no,no
"Zhang, Y.; Zhu, W.; He, C.; Zhang, L.",LAPT: Label-Driven Automated Prompt Tuning for OOD Detection with Vision-Language Models,2025,Lecture Notes in Computer Science,4,10.1007/978-3-031-73220-1_16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209365639&doi=10.1007%2F978-3-031-73220-1_16&partnerID=40&md5=4b1464622b404953767676a84f8cb973,"Out-of-distribution (OOD) detection is crucial for model reliability, as it identifies samples from unknown classes and reduces errors due to unexpected inputs. Vision-Language Models (VLMs) such as CLIP are emerging as powerful tools for 5OOD detection by integrating multi-modal information. However, the practical application of such systems is challenged by manual prompt engineering, which demands domain expertise and is sensitive to linguistic nuances. In this paper, we introduce Label-driven Automated Prompt Tuning (LAPT), a novel approach to OOD detection that reduces the need for manual prompt engineering. We develop distribution-aware prompts with in-distribution (ID) class names and negative labels mined automatically. Training samples linked to these class labels are collected autonomously via image synthesis and retrieval methods, allowing for prompt learning without manual effort. We utilize a simple cross-entropy loss for prompt optimization, with cross-modal and cross-distribution mixing strategies to reduce image noise and explore the intermediate space between distributions, respectively. The LAPT framework operates autonomously, requiring only ID class names as input and eliminating the need for manual intervention. With extensive experiments, LAPT consistently outperforms manually crafted prompts, setting a new standard for OOD detection. Moreover, LAPT not only enhances the distinction between ID and OOD samples, but also improves the ID classification accuracy and strengthens the generalization robustness to covariate shifts, resulting in outstanding performance in challenging full-spectrum OOD detection tasks. Codes are available at https://github.com/YBZh/LAPT. © 2024 Elsevier B.V., All rights reserved.",Automated prompt tuning; Label-driven learning; Out-of-distribution detection; Vision-language models,Conference paper,,removed,no,no,no,no
"Scala, F.; Guarascio, M.; Parrotta, C.; Pontieri, L.",Learning Fast to Detect Slow: A Few-Shot Neural Approach to Slow DoS Attack Detection,2025,Lecture Notes in Computer Science,0,10.1007/978-3-032-05461-6_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020022181&doi=10.1007%2F978-3-032-05461-6_23&partnerID=40&md5=fa3e5d854bba0189465e51c74cbf0feb,"The increasing frequency and sophistication of Denial of Service (DoS) and Distributed Denial of Service (DDoS) attacks, pose significant challenges to modern cybersecurity systems. These threats are further complicated by stealthy variants such as slow DoS attacks, which often evade timely detection. While Deep Learning (DL)-based Intrusion Detection Systems (IDSs) have shown promise in analyzing complex network traffic, their effectiveness is hindered by challenges like limited labeled data, noise, and the presence of Out-of-Distribution (OOD) samples. This paper proposes a hybrid DL-based IDS framework (ENE4) that integrates unsupervised and supervised components to improve detection performance under label-scarce conditions. The unsupervised module extracts task-independent features from network traffic, while the supervised one learns task-specific representations. These complementary features are fused to enable robust detection even in few-shot learning settings. Additionally, the model incorporates an adaptation mechanism to leverage knowledge from more frequent and related attack types, enhancing generalization to rare patterns. Experimental results on two standard benchmark datasets demonstrate the effectiveness and robustness of the proposed approach in detecting evasive DoS attacks. © 2025 Elsevier B.V., All rights reserved.",Cybersecurity; Deep Learning; Ensemble Neural Network; Few-Shot Learning; Variational Autoencoder,Conference paper,,removed,no,no,no,no
"He, R.; Yuan, Y.; Han, Z.; Wang, F.; Su, W.; Yin, Y.; Liu, T.; Gong, Y.",Exploring Channel-Aware Typical Features for Out-of-Distribution Detection,2024,Proceedings of the AAAI Conference on Artificial Intelligence,2,10.1609/aaai.v38i11.29132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189619149&doi=10.1609%2Faaai.v38i11.29132&partnerID=40&md5=d09968b4ffffa850f47ea58c61e70a08,"Detecting out-of-distribution (OOD) data is essential to ensure the reliability of machine learning models when deployed in real-world scenarios. Different from most previous test-time OOD detection methods that focus on designing OOD scores, we delve into the challenges in OOD detection from the perspective of typicality and regard the feature’s high-probability region as the feature’s typical set. However, the existing typical-feature-based OOD detection method implies an assumption: the proportion of typical feature sets for each channel is fixed. According to our experimental analysis, each channel contributes differently to OOD detection. Adopting a fixed proportion for all channels results in several channels losing too many typical features or incorporating too many abnormal features, resulting in low performance. Therefore, exploring the channel-aware typical features is crucial to better-separating ID and OOD data. Driven by this insight, we propose expLoring channel-Aware tyPical featureS (LAPS). Firstly, LAPS obtains the channel-aware typical set by calibrating the channel-level typical set with the global typical set from the mean and standard deviation. Then, LAPS rectifies the features into channel-aware typical sets to obtain channel-aware typical features. Finally, LAPS leverages the channel-aware typical features to calculate the energy score for OOD detection. Theoretical and visual analyses verify that LAPS achieves a better bias-variance tradeoff. Experiments verify the effectiveness and generalization of LAPS under different architectures and OOD scores. © 2024 Elsevier B.V., All rights reserved.",,Conference paper,yes,moved,no,no,no,no
"Tang, B.; Lin, B.; Yan, H.; Li, S.",Leveraging Generative Large Language Models with Visual Instruction and Demonstration Retrieval for Multimodal Sarcasm Detection,2024,,13,10.18653/v1/2024.naacl-long.97,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199593432&doi=10.18653%2Fv1%2F2024.naacl-long.97&partnerID=40&md5=885d8e5872f8d4e42c281574856d92b8,"Multimodal sarcasm detection aims to identify sarcasm in the given image-text pairs and has wide applications in the multimodal domains. Previous works primarily design complex network structures to fuse the image-text modality features for classification. However, such complicated structures may risk overfit-ting on in-domain data, reducing the performance in out-of-distribution (OOD) scenarios. Additionally, existing methods typically do not fully utilize cross-modal features, limiting their performance on in-domain datasets. Therefore, to build a more reliable multimodal sarcasm detection model, we propose a generative multimodal sarcasm model consisting of a designed instruction template and a demonstration retrieval module based on the large language model. Moreover, to assess the generalization of current methods, we introduce an OOD test set, RedEval. Experimental results demonstrate that our method is effective and achieves state-of-the-art (SOTA) performance on the in-domain MMSD2.0 and OOD RedEval datasets. © 2025 Elsevier B.V., All rights reserved.",,Conference paper,,removed,no,no,no,no
